id,appointment_id,amount,currency,status,payment_method,transaction_id,paid_at
721,946,300,MDL,refunded,Cash,TXN-5788092274,
722,759,1200,MDL,pending,Cash,TXN-2381919861,
723,253,500,MDL,paid,Bank Transfer,TXN-1603111592,2026-09-08 19:30:00
724,844,1000,MDL,paid,MIA (Mobile Payment),TXN-1121890414,2026-08-21 15:29:00
725,553,1200,MDL,failed,MIA (Mobile Payment),TXN-5489961157,
726,597,900,MDL,paid,Bank Transfer,TXN-4341065044,2026-09-12 12:09:00
727,317,900,MDL,paid,Bank Transfer,TXN-7185037612,2026-08-11 13:30:00
728,145,800,MDL,paid,MIA (Mobile Payment),TXN-2284699641,2026-08-17 18:26:00
729,661,500,MDL,paid,Cash,TXN-7650626553,2026-08-10 17:42:00
730,687,350,MDL,paid,Cash,TXN-2331936213,2026-09-01 11:00:00
731,190,900,MDL,paid,Cash,TXN-6192903417,2026-09-02 16:30:00
732,741,1000,MDL,pending,Bank Transfer,TXN-1557426228,
733,86,400,MDL,pending,Cash,TXN-3749822685,
734,704,1000,MDL,paid,Cash,TXN-7582860160,2026-08-18 15:02:00
735,87,1200,MDL,paid,Cash,TXN-9789546305,2026-09-14 12:54:00
736,313,500,MDL,paid,Cash,TXN-6961070737,2026-09-23 13:13:00
737,193,450,MDL,paid,Cash,TXN-3747172092,2026-08-14 13:52:00
738,176,400,MDL,paid,MIA (Mobile Payment),TXN-3692619220,2026-08-26 11:12:00
739,1,350,MDL,paid,MIA (Mobile Payment),TXN-1662850234,2026-09-08 19:41:00
740,94,600,MDL,refunded,Bank Transfer,TXN-1116317804,
741,436,1200,MDL,paid,MIA (Mobile Payment),TXN-4336804519,2026-09-09 15:14:00
742,340,300,MDL,paid,MIA (Mobile Payment),TXN-3774198493,2026-09-14 19:30:00
743,91,1200,MDL,paid,Cash,TXN-9317989148,2026-08-18 11:10:00
744,358,450,MDL,paid,Cash,TXN-1423002699,2026-08-14 14:39:00
745,957,500,MDL,refunded,Bank Transfer,TXN-4170403387,
746,768,300,MDL,paid,Card,TXN-2810001238,2026-08-27 16:29:00
747,993,600,MDL,paid,MIA (Mobile Payment),TXN-1741585969,2026-09-14 16:59:00
748,291,1200,MDL,paid,Bank Transfer,TXN-1232527760,2026-09-09 17:20:00
749,188,700,MDL,paid,MIA (Mobile Payment),TXN-6767342007,2026-09-18 19:00:00
750,257,350,MDL,paid,Cash,TXN-9719012667,2026-09-08 12:31:00
751,498,600,MDL,paid,Cash,TXN-4112589894,2026-09-11 09:34:00
752,208,900,MDL,paid,Card,TXN-1662065264,2026-09-04 10:17:00
753,409,700,MDL,failed,Cash,TXN-1570853890,
754,130,1200,MDL,paid,Bank Transfer,TXN-1894129014,2026-09-01 17:01:00
755,543,450,MDL,paid,Bank Transfer,TXN-6429579726,2026-08-21 14:20:00
756,819,350,MDL,paid,MIA (Mobile Payment),TXN-2803806040,2026-09-14 12:12:00
757,232,400,MDL,paid,MIA (Mobile Payment),TXN-7171133344,2026-08-21 16:09:00
758,235,1000,MDL,refunded,MIA (Mobile Payment),TXN-6093676015,
759,284,700,MDL,paid,Bank Transfer,TXN-9060586966,2026-08-14 18:50:00
760,584,350,MDL,refunded,Card,TXN-2905105375,
761,554,450,MDL,pending,Card,TXN-3625194331,
762,491,350,MDL,failed,Card,TXN-4736546552,
763,97,1000,MDL,paid,MIA (Mobile Payment),TXN-2227334419,2026-08-18 11:50:00
764,503,500,MDL,paid,Cash,TXN-7966420816,2026-08-21 12:40:00
765,862,800,MDL,paid,Bank Transfer,TXN-9366790218,2026-08-19 14:31:00
766,399,600,MDL,paid,Bank Transfer,TXN-3693575162,2026-09-03 08:36:00
767,331,900,MDL,paid,Cash,TXN-8174557759,2026-09-08 12:47:00
768,308,350,MDL,pending,Card,TXN-3072408878,
769,649,500,MDL,paid,Cash,TXN-8639118026,2026-09-14 18:15:00
770,181,700,MDL,paid,Cash,TXN-2654567188,2026-09-16 10:15:00
771,950,600,MDL,paid,Cash,TXN-2111213764,2026-08-20 12:35:00
772,995,800,MDL,refunded,MIA (Mobile Payment),TXN-8924833892,
773,247,400,MDL,paid,Card,TXN-4359498980,2026-08-13 10:32:00
774,159,400,MDL,paid,MIA (Mobile Payment),TXN-4949135291,2026-09-01 15:54:00
775,829,300,MDL,paid,Cash,TXN-8607835713,2026-09-23 17:32:00
776,272,350,MDL,paid,MIA (Mobile Payment),TXN-1688195204,2026-08-28 13:46:00
777,764,600,MDL,refunded,MIA (Mobile Payment),TXN-8728159577,
778,913,400,MDL,paid,Card,TXN-5934882305,2026-09-13 15:11:00
779,600,700,MDL,paid,Card,TXN-1239085681,2026-08-20 17:01:00
780,783,1000,MDL,paid,MIA (Mobile Payment),TXN-2686704139,2026-08-17 14:33:00
781,914,900,MDL,refunded,Cash,TXN-2008622702,
782,274,400,MDL,paid,Bank Transfer,TXN-6863840403,2026-08-29 18:23:00
783,561,800,MDL,paid,Cash,TXN-1302840946,2026-08-18 09:16:00
784,515,800,MDL,paid,Cash,TXN-5000090304,2026-08-23 13:57:00
785,382,300,MDL,paid,Bank Transfer,TXN-5912342387,2026-08-30 10:06:00
786,93,1000,MDL,refunded,Card,TXN-1965025186,
787,211,300,MDL,paid,Card,TXN-3252797980,2026-08-29 11:26:00
788,11,500,MDL,paid,MIA (Mobile Payment),TXN-5522278549,2026-09-22 14:52:00
789,904,350,MDL,paid,Card,TXN-3837751051,2026-08-11 16:15:00
790,19,500,MDL,pending,Cash,TXN-7267532414,
791,777,300,MDL,paid,MIA (Mobile Payment),TXN-8292462387,2026-09-16 12:42:00
792,415,1200,MDL,paid,Card,TXN-9605718005,2026-08-27 18:40:00
793,267,700,MDL,pending,Cash,TXN-3903948641,
794,8,600,MDL,paid,Card,TXN-9473522814,2026-09-15 18:21:00
795,53,300,MDL,paid,Bank Transfer,TXN-6281822463,2026-08-23 12:49:00
796,937,600,MDL,paid,Bank Transfer,TXN-3748171924,2026-09-07 19:28:00
797,293,700,MDL,paid,Bank Transfer,TXN-3427959179,2026-08-04 19:39:00
798,685,500,MDL,paid,MIA (Mobile Payment),TXN-1552837099,2026-08-28 13:24:00
799,64,450,MDL,paid,Card,TXN-6282490302,2026-09-11 08:25:00
800,218,1000,MDL,paid,Card,TXN-4628667402,2026-09-13 17:29:00
801,427,400,MDL,refunded,Cash,TXN-9891919491,
802,604,700,MDL,paid,Card,TXN-9172074373,2026-08-24 16:29:00
803,488,500,MDL,paid,Bank Transfer,TXN-7041211436,2026-09-16 15:05:00
804,755,700,MDL,paid,Cash,TXN-1619526892,2026-09-08 13:47:00
805,307,300,MDL,refunded,Bank Transfer,TXN-8648290085,
806,632,300,MDL,refunded,Card,TXN-8518079550,
807,771,350,MDL,paid,Cash,TXN-2982434721,2026-08-30 13:50:00
808,692,350,MDL,paid,Card,TXN-2588621031,2026-08-15 18:40:00
809,207,500,MDL,paid,Card,TXN-1113910430,2026-09-03 17:00:00
810,166,600,MDL,refunded,Cash,TXN-7941640828,
811,734,450,MDL,paid,Bank Transfer,TXN-1749606128,2026-09-22 08:19:00
812,811,300,MDL,refunded,Cash,TXN-3925212094,
813,588,600,MDL,paid,Cash,TXN-4148532716,2026-09-10 16:06:00
814,624,450,MDL,paid,Bank Transfer,TXN-6703746572,2026-08-06 17:54:00
815,23,350,MDL,paid,Cash,TXN-4108412254,2026-08-08 16:53:00
816,742,700,MDL,paid,Cash,TXN-3339453675,2026-09-27 16:30:00
817,467,800,MDL,paid,Bank Transfer,TXN-5893226320,2026-08-14 12:10:00
818,906,800,MDL,paid,Cash,TXN-2641430058,2026-09-15 13:04:00
819,866,800,MDL,paid,Card,TXN-8033382368,2026-08-18 10:59:00
820,359,700,MDL,paid,Cash,TXN-3124872479,2026-09-14 15:49:00
821,326,450,MDL,paid,Card,TXN-8638781733,2026-08-25 11:20:00
822,390,700,MDL,paid,Bank Transfer,TXN-4672704692,2026-09-18 11:19:00
823,285,400,MDL,refunded,Cash,TXN-3739162467,
824,325,400,MDL,paid,Cash,TXN-3564984090,2026-08-31 13:50:00
825,682,450,MDL,refunded,MIA (Mobile Payment),TXN-4237653683,
826,364,350,MDL,paid,Card,TXN-7250754961,2026-09-22 15:11:00
827,990,800,MDL,paid,Bank Transfer,TXN-3365486483,2026-08-29 16:06:00
828,108,800,MDL,paid,Cash,TXN-3319443118,2026-09-04 11:41:00
829,510,350,MDL,refunded,Cash,TXN-1600013543,
830,67,700,MDL,paid,Cash,TXN-5429753711,2026-09-02 10:04:00
831,762,500,MDL,paid,Bank Transfer,TXN-2112610067,2026-09-11 12:08:00
832,153,800,MDL,paid,Cash,TXN-7797583727,2026-08-14 17:35:00
833,616,900,MDL,paid,Cash,TXN-2327314470,2026-08-28 13:45:00
834,22,300,MDL,paid,Cash,TXN-4133598132,2026-08-21 16:59:00
835,689,1000,MDL,paid,Card,TXN-5156276372,2026-09-12 12:47:00
836,610,300,MDL,paid,Cash,TXN-4389628215,2026-09-06 11:16:00
837,38,500,MDL,paid,Cash,TXN-2459123887,2026-09-04 15:15:00
838,916,800,MDL,paid,Card,TXN-1421119008,2026-09-07 09:52:00
839,757,800,MDL,paid,Cash,TXN-1665972094,2026-08-31 09:46:00
840,933,300,MDL,failed,MIA (Mobile Payment),TXN-9078624676,
841,706,1200,MDL,paid,Cash,TXN-6342605841,2026-09-14 11:27:00
842,433,500,MDL,paid,Cash,TXN-4462678967,2026-09-16 15:28:00
843,959,600,MDL,paid,MIA (Mobile Payment),TXN-3376181768,2026-09-05 18:11:00
844,571,450,MDL,paid,Cash,TXN-1635185717,2026-09-05 09:03:00
845,114,800,MDL,paid,MIA (Mobile Payment),TXN-8984864632,2026-08-25 16:57:00
846,591,800,MDL,paid,Bank Transfer,TXN-6564101327,2026-09-08 09:20:00
847,729,350,MDL,paid,Card,TXN-1073471044,2026-09-16 11:30:00
848,506,500,MDL,refunded,MIA (Mobile Payment),TXN-4413169878,
849,837,1000,MDL,failed,Bank Transfer,TXN-7446752203,
850,381,300,MDL,refunded,MIA (Mobile Payment),TXN-4100558146,
851,489,900,MDL,paid,MIA (Mobile Payment),TXN-3388907757,2026-09-02 13:44:00
852,92,1200,MDL,refunded,Bank Transfer,TXN-2862429636,
853,277,800,MDL,refunded,MIA (Mobile Payment),TXN-9837684623,
854,613,700,MDL,paid,MIA (Mobile Payment),TXN-3934692746,2026-08-27 10:59:00
855,596,450,MDL,paid,Card,TXN-6885725016,2026-09-09 14:48:00
856,905,600,MDL,paid,Cash,TXN-1427021130,2026-08-28 13:45:00
857,832,400,MDL,paid,Cash,TXN-9689675338,2026-09-14 14:17:00
858,299,350,MDL,paid,Cash,TXN-8205827053,2026-09-24 15:20:00
859,428,300,MDL,failed,Bank Transfer,TXN-1912486464,
860,7,1000,MDL,paid,Cash,TXN-6121665293,2026-09-22 17:21:00
861,585,400,MDL,paid,MIA (Mobile Payment),TXN-9340530193,2026-08-19 13:11:00
862,524,500,MDL,refunded,Bank Transfer,TXN-5818232320,
863,570,1200,MDL,refunded,Card,TXN-2662345142,
864,186,500,MDL,refunded,MIA (Mobile Payment),TXN-9793214343,
865,287,700,MDL,paid,Cash,TXN-4945978614,2026-09-11 14:46:00
866,693,1200,MDL,refunded,Bank Transfer,TXN-5342821596,
867,889,700,MDL,paid,Cash,TXN-6846462852,2026-09-07 15:18:00
868,815,500,MDL,pending,Cash,TXN-7440595126,
869,210,900,MDL,paid,Bank Transfer,TXN-6379882541,2026-08-11 10:25:00
870,736,600,MDL,paid,MIA (Mobile Payment),TXN-7906229308,2026-08-22 08:11:00
871,227,600,MDL,failed,Bank Transfer,TXN-6488553009,
872,928,800,MDL,paid,MIA (Mobile Payment),TXN-5072934636,2026-08-23 11:02:00
873,532,900,MDL,paid,Bank Transfer,TXN-4612227541,2026-08-13 18:57:00
874,897,350,MDL,paid,MIA (Mobile Payment),TXN-6433152975,2026-08-16 10:07:00
875,831,450,MDL,paid,Card,TXN-1702317851,2026-08-21 11:46:00
876,818,700,MDL,paid,Cash,TXN-7967626706,2026-09-09 11:33:00
877,621,350,MDL,paid,Card,TXN-8782956577,2026-08-31 12:18:00
878,6,900,MDL,paid,MIA (Mobile Payment),TXN-3662663793,2026-09-18 10:16:00
879,463,1000,MDL,paid,Card,TXN-3535660415,2026-08-26 14:30:00
880,201,500,MDL,paid,Bank Transfer,TXN-2447914826,2026-08-19 11:10:00
881,688,400,MDL,paid,MIA (Mobile Payment),TXN-7306467327,2026-08-17 15:24:00
882,404,350,MDL,failed,MIA (Mobile Payment),TXN-7698296612,
883,128,400,MDL,refunded,Bank Transfer,TXN-4125280738,
884,476,500,MDL,paid,Card,TXN-2182577810,2026-09-06 10:29:00
885,54,1200,MDL,paid,Bank Transfer,TXN-5144767534,2026-08-28 17:19:00
886,787,350,MDL,paid,Bank Transfer,TXN-8466169392,2026-09-28 17:02:00
887,182,600,MDL,refunded,Card,TXN-1893715956,
888,617,600,MDL,paid,Cash,TXN-8831921142,2026-09-15 11:39:00
889,273,800,MDL,paid,Card,TXN-4411719896,2026-08-18 10:13:00
890,244,1200,MDL,refunded,Card,TXN-8148066116,
891,834,1000,MDL,refunded,MIA (Mobile Payment),TXN-1723386963,
892,598,300,MDL,pending,Card,TXN-4329609316,
893,237,800,MDL,paid,Bank Transfer,TXN-8808747089,2026-09-01 12:57:00
894,758,400,MDL,paid,MIA (Mobile Payment),TXN-7663377875,2026-08-18 14:43:00
895,303,900,MDL,paid,Bank Transfer,TXN-2496309517,2026-08-15 09:28:00
896,234,500,MDL,paid,Bank Transfer,TXN-3365161954,2026-09-07 10:16:00
897,162,1000,MDL,paid,Cash,TXN-2632002202,2026-08-11 17:54:00
898,260,500,MDL,refunded,Cash,TXN-5428889581,
899,674,900,MDL,refunded,Card,TXN-9489157425,
900,721,450,MDL,refunded,Card,TXN-4882069887,
901,417,900,MDL,paid,Bank Transfer,TXN-2613477138,2026-09-04 12:12:00
902,964,300,MDL,paid,Card,TXN-1766589546,2026-09-18 18:54:00
903,676,400,MDL,paid,Card,TXN-1189785573,2026-08-28 14:38:00
904,586,800,MDL,refunded,Card,TXN-2137335042,
905,951,800,MDL,paid,Cash,TXN-3244340042,2026-08-21 18:17:00
906,458,300,MDL,refunded,MIA (Mobile Payment),TXN-1659350853,
907,794,1000,MDL,paid,Card,TXN-1716964208,2026-08-28 15:32:00
908,266,350,MDL,failed,Bank Transfer,TXN-4803353994,
909,4,800,MDL,refunded,Cash,TXN-2934969201,
910,827,500,MDL,paid,Cash,TXN-3015216952,2026-09-02 13:41:00
911,631,1200,MDL,paid,MIA (Mobile Payment),TXN-3302972748,2026-09-09 16:32:00
912,158,800,MDL,refunded,Card,TXN-7806622929,
913,246,450,MDL,paid,Card,TXN-1201422105,2026-08-10 11:16:00
914,5,500,MDL,refunded,MIA (Mobile Payment),TXN-9885850552,
915,804,500,MDL,refunded,MIA (Mobile Payment),TXN-8665900664,
916,719,400,MDL,paid,MIA (Mobile Payment),TXN-5354317652,2026-08-17 09:56:00
917,168,1000,MDL,paid,MIA (Mobile Payment),TXN-2748099510,2026-08-28 13:05:00
918,666,450,MDL,paid,Cash,TXN-2442934136,2026-08-19 09:52:00
919,206,400,MDL,paid,Card,TXN-4931836557,2026-09-11 13:54:00
920,1000,350,MDL,paid,MIA (Mobile Payment),TXN-9671963969,2026-08-19 11:10:00
921,540,450,MDL,paid,Card,TXN-2351194840,2026-08-26 17:29:00
922,497,800,MDL,paid,MIA (Mobile Payment),TXN-9046779144,2026-09-18 19:42:00
923,230,700,MDL,paid,Card,TXN-7699181285,2026-08-31 11:06:00
924,936,300,MDL,paid,Cash,TXN-7847865344,2026-09-17 12:13:00
925,462,300,MDL,refunded,Card,TXN-2004235910,
926,583,400,MDL,paid,Card,TXN-4120716326,2026-08-09 12:47:00
927,20,300,MDL,paid,Card,TXN-5836126455,2026-09-15 12:36:00
928,171,1000,MDL,refunded,Card,TXN-7814376502,
929,568,1000,MDL,refunded,Card,TXN-3058374473,
930,174,600,MDL,paid,Bank Transfer,TXN-4078170033,2026-08-21 11:57:00
931,220,900,MDL,paid,Cash,TXN-3830108388,2026-08-30 11:56:00
932,977,1200,MDL,paid,Bank Transfer,TXN-4926411245,2026-08-13 18:14:00
933,589,800,MDL,paid,MIA (Mobile Payment),TXN-7972543597,2026-09-15 15:48:00
934,322,1000,MDL,paid,Card,TXN-1687832776,2026-08-23 16:23:00
935,602,350,MDL,paid,Cash,TXN-9147406193,2026-09-23 17:50:00
936,189,800,MDL,paid,Cash,TXN-4290203585,2026-09-03 08:09:00
937,842,450,MDL,paid,Cash,TXN-4305763016,2026-08-20 13:25:00
938,619,1200,MDL,paid,Card,TXN-7658774832,2026-09-17 16:05:00
939,123,700,MDL,paid,Cash,TXN-7699136674,2026-08-07 17:31:00
940,148,900,MDL,paid,Cash,TXN-8265172715,2026-09-09 16:30:00
941,276,700,MDL,paid,Cash,TXN-8121059055,2026-09-01 14:42:00
942,69,300,MDL,refunded,Card,TXN-7605392487,
943,786,700,MDL,failed,MIA (Mobile Payment),TXN-5948573911,
944,356,450,MDL,paid,MIA (Mobile Payment),TXN-1387728408,2026-08-30 14:10:00
945,513,800,MDL,paid,Bank Transfer,TXN-8368379775,2026-09-03 12:37:00
946,534,600,MDL,refunded,Bank Transfer,TXN-3448267216,
947,481,1200,MDL,failed,Cash,TXN-4204578510,
948,715,800,MDL,paid,Card,TXN-6226910820,2026-08-23 13:33:00
949,34,1200,MDL,failed,Bank Transfer,TXN-2806778771,
950,127,900,MDL,failed,Card,TXN-2720438660,
