id,user_id,type,title,body,is_read,created_at
1573,2266,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-23 07:00:00
1574,2379,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-05 16:00:00
1575,2175,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-05 01:00:00
1576,1040,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-26 04:00:00
1577,2106,system,System notification,There has been an update to your account or app settings.,0,2026-08-18 02:00:00
1578,2091,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-06 21:00:00
1579,1040,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-17 02:00:00
1580,2192,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-11 05:00:00
1581,2319,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-10 21:00:00
1582,2019,system,System notification,There has been an update to your account or app settings.,1,2026-08-13 08:00:00
1583,2207,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-05 17:00:00
1584,2288,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-02 20:00:00
1585,2028,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-23 16:00:00
1586,2334,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-12 11:00:00
1587,2111,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-29 15:00:00
1588,2076,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-15 08:00:00
1589,2026,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-14 00:00:00
1590,2208,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-08 07:00:00
1591,2299,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-08 02:00:00
1592,2345,system,System notification,There has been an update to your account or app settings.,0,2026-08-23 12:00:00
1593,2185,system,System notification,There has been an update to your account or app settings.,0,2026-07-11 21:00:00
1594,2396,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-17 17:00:00
1595,2118,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-21 14:00:00
1596,2056,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-28 12:00:00
1597,2160,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-19 13:00:00
1598,2190,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-30 07:00:00
1599,1040,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-05 00:00:00
1600,2356,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-24 01:00:00
1601,2362,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-31 16:00:00
1602,2163,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-02 01:00:00
1603,2185,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-16 22:00:00
1604,2278,system,System notification,There has been an update to your account or app settings.,1,2026-07-12 20:00:00
1605,2273,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-12 19:00:00
1606,2022,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-22 17:00:00
1607,2302,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-04 12:00:00
1608,2251,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-21 08:00:00
1609,2238,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-15 12:00:00
1610,2286,system,System notification,There has been an update to your account or app settings.,1,2026-08-07 01:00:00
1611,2080,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-29 00:00:00
1612,2068,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-15 07:00:00
1613,2298,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-25 11:00:00
1614,2325,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-28 09:00:00
1615,2079,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-12 05:00:00
1616,2215,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-09 13:00:00
1617,2343,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-24 16:00:00
1618,2225,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-12 03:00:00
1619,2195,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-24 17:00:00
1620,2171,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-23 19:00:00
1621,2054,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-19 18:00:00
1622,2081,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-21 23:00:00
1623,1017,system,System notification,There has been an update to your account or app settings.,1,2026-08-31 22:00:00
1624,2390,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-08 05:00:00
1625,2022,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-11 11:00:00
1626,2397,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-25 13:00:00
1627,2046,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-11 01:00:00
1628,2277,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-28 18:00:00
1629,1010,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-13 12:00:00
1630,2047,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-18 01:00:00
1631,2222,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-13 11:00:00
1632,2231,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-16 09:00:00
1633,2086,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-12 03:00:00
1634,2205,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-02 19:00:00
1635,2165,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-15 04:00:00
1636,2375,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-13 18:00:00
1637,2079,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-15 19:00:00
1638,1014,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-10 12:00:00
1639,2188,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-05 05:00:00
1640,1034,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-20 06:00:00
1641,2207,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-25 04:00:00
1642,2184,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-28 13:00:00
1643,2068,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-07 07:00:00
1644,2391,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-02 18:00:00
1645,2061,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-08 14:00:00
1646,2027,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-13 23:00:00
1647,2375,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-26 19:00:00
1648,2152,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-07 09:00:00
1649,2146,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-18 18:00:00
1650,2057,payment_received,Payment received,We have received your payment. Thank you.,0,2026-08-09 12:00:00
1651,2231,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-22 03:00:00
1652,2197,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-13 19:00:00
1653,2292,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-04 13:00:00
1654,2092,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-16 22:00:00
1655,2272,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-23 16:00:00
1656,2010,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-08 03:00:00
1657,2244,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-08-31 21:00:00
1658,2197,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-13 08:00:00
1659,2041,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-22 23:00:00
1660,2290,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-11 09:00:00
1661,2230,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-04 03:00:00
1662,2086,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-19 18:00:00
1663,2287,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-20 15:00:00
1664,2367,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-27 22:00:00
1665,2312,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-08 20:00:00
1666,2206,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-15 15:00:00
1667,2087,system,System notification,There has been an update to your account or app settings.,1,2026-08-07 07:00:00
1668,2154,system,System notification,There has been an update to your account or app settings.,0,2026-08-12 11:00:00
1669,2180,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-14 18:00:00
1670,2391,system,System notification,There has been an update to your account or app settings.,0,2026-08-19 04:00:00
1671,2055,system,System notification,There has been an update to your account or app settings.,1,2026-07-28 05:00:00
1672,2338,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-02 12:00:00
1673,2327,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-03 02:00:00
1674,1006,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-11 01:00:00
1675,2241,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-08-31 08:00:00
1676,2158,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-02 17:00:00
1677,2171,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-26 22:00:00
1678,1007,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-31 07:00:00
1679,2338,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-14 18:00:00
1680,2271,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-07-14 11:00:00
1681,1033,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-30 05:00:00
1682,2207,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-13 11:00:00
1683,2114,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-23 02:00:00
1684,2296,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-23 16:00:00
1685,2238,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-02 03:00:00
1686,2336,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-21 22:00:00
1687,2078,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-26 16:00:00
1688,2063,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-22 22:00:00
1689,2045,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-29 19:00:00
1690,1028,system,System notification,There has been an update to your account or app settings.,1,2026-07-23 13:00:00
1691,2033,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-24 18:00:00
1692,2311,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-21 23:00:00
1693,2304,system,System notification,There has been an update to your account or app settings.,1,2026-08-01 04:00:00
1694,1013,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-28 16:00:00
1695,2199,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-28 13:00:00
1696,2299,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-17 22:00:00
1697,2051,system,System notification,There has been an update to your account or app settings.,0,2026-07-04 21:00:00
1698,2123,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-15 10:00:00
1699,2342,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-09 03:00:00
1700,2325,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-16 12:00:00
1701,2237,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-12 18:00:00
1702,2092,system,System notification,There has been an update to your account or app settings.,0,2026-07-21 19:00:00
1703,1019,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-08 10:00:00
1704,2164,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-20 08:00:00
1705,2319,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-15 15:00:00
1706,2353,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-15 06:00:00
1707,2306,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-01 04:00:00
1708,2214,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-24 20:00:00
1709,2263,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-05 19:00:00
1710,2103,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-24 06:00:00
1711,2057,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-30 16:00:00
1712,2195,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-24 08:00:00
1713,2220,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-06 08:00:00
1714,2059,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-21 16:00:00
1715,2012,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-07 11:00:00
1716,2346,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-29 10:00:00
1717,2109,system,System notification,There has been an update to your account or app settings.,1,2026-07-11 02:00:00
1718,2035,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-07 02:00:00
1719,2161,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-08-07 14:00:00
1720,2015,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-26 20:00:00
1721,2268,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-15 10:00:00
1722,1027,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-27 15:00:00
1723,2060,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-08 02:00:00
1724,2138,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-17 09:00:00
1725,2103,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-10 17:00:00
1726,2027,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-22 20:00:00
1727,2307,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-22 03:00:00
1728,2312,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-04 19:00:00
1729,2097,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-20 12:00:00
1730,2270,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-31 23:00:00
1731,2228,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-17 21:00:00
1732,2340,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-03 02:00:00
1733,2193,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-05 08:00:00
1734,2245,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-18 21:00:00
1735,2268,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-02 05:00:00
1736,2143,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-18 20:00:00
1737,2185,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-21 11:00:00
1738,2050,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-11 01:00:00
1739,2390,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-18 12:00:00
1740,2058,new_message,New message received,You have a new message in your consultation chat.,0,2026-07-05 02:00:00
1741,1011,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-13 11:00:00
1742,2228,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-04 08:00:00
1743,2173,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-26 05:00:00
1744,2076,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-11 21:00:00
1745,2039,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-31 18:00:00
1746,2177,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-15 17:00:00
1747,2285,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-07 16:00:00
1748,1002,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-29 08:00:00
1749,1031,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-10 20:00:00
1750,2047,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-07 16:00:00
1751,2137,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-07-26 01:00:00
1752,2382,system,System notification,There has been an update to your account or app settings.,0,2026-08-19 06:00:00
1753,2221,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-29 15:00:00
1754,2399,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-28 20:00:00
1755,2068,system,System notification,There has been an update to your account or app settings.,1,2026-08-01 10:00:00
1756,2126,system,System notification,There has been an update to your account or app settings.,1,2026-08-05 14:00:00
1757,2218,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-02 06:00:00
1758,2267,system,System notification,There has been an update to your account or app settings.,1,2026-08-11 07:00:00
1759,2302,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-07 09:00:00
1760,2225,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-22 00:00:00
1761,2017,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-27 13:00:00
1762,2119,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-06 01:00:00
1763,2312,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-08 03:00:00
1764,2254,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-31 06:00:00
1765,2328,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-16 21:00:00
1766,2087,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-08-11 23:00:00
1767,2377,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-07 08:00:00
1768,1031,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-27 19:00:00
1769,1002,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-15 16:00:00
1770,2085,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-21 13:00:00
1771,2309,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-11 00:00:00
1772,2386,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-01 09:00:00
1773,2087,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-17 12:00:00
1774,2214,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-16 03:00:00
1775,2026,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-02 14:00:00
1776,2237,system,System notification,There has been an update to your account or app settings.,1,2026-07-19 02:00:00
1777,2237,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-12 14:00:00
1778,2255,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-17 02:00:00
1779,2338,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-27 05:00:00
1780,2315,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-03 15:00:00
1781,2282,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-26 02:00:00
1782,2298,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-23 15:00:00
1783,2131,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-18 08:00:00
1784,2268,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-06 05:00:00
1785,2011,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-20 10:00:00
1786,2076,system,System notification,There has been an update to your account or app settings.,1,2026-08-25 05:00:00
1787,2275,payment_received,Payment received,We have received your payment. Thank you.,1,2026-08-02 00:00:00
1788,2108,payment_received,Payment received,We have received your payment. Thank you.,0,2026-07-11 20:00:00
1789,2278,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-25 09:00:00
1790,2284,system,System notification,There has been an update to your account or app settings.,1,2026-07-26 22:00:00
1791,2113,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-22 17:00:00
1792,2351,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-28 17:00:00
1793,2373,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-12 05:00:00
1794,2061,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-27 13:00:00
1795,2089,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-07-29 23:00:00
1796,2301,system,System notification,There has been an update to your account or app settings.,0,2026-08-15 12:00:00
1797,2314,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-30 03:00:00
1798,2120,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-03 05:00:00
1799,2139,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-22 17:00:00
1800,2353,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-30 10:00:00
1801,2187,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-28 06:00:00
1802,2312,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-26 18:00:00
1803,2230,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-07 23:00:00
1804,2091,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-15 02:00:00
1805,2216,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-22 07:00:00
1806,2105,system,System notification,There has been an update to your account or app settings.,0,2026-07-29 05:00:00
1807,2198,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-19 13:00:00
1808,2192,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-16 17:00:00
1809,2107,system,System notification,There has been an update to your account or app settings.,0,2026-07-15 10:00:00
1810,2107,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-11 18:00:00
1811,2339,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-07 09:00:00
1812,2124,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-08-16 15:00:00
1813,2233,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-08 05:00:00
1814,2317,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-27 07:00:00
1815,2393,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-22 05:00:00
1816,2335,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-20 01:00:00
1817,2368,new_message,New message received,You have a new message in your consultation chat.,1,2026-07-20 12:00:00
1818,2261,system,System notification,There has been an update to your account or app settings.,0,2026-07-24 11:00:00
1819,1023,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-07-12 14:00:00
1820,2283,payment_received,Payment received,We have received your payment. Thank you.,0,2026-08-24 10:00:00
1821,2122,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-08 06:00:00
1822,2063,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-08-14 09:00:00
1823,2380,review_request,Share your feedback,Please leave a review about your recent consultation.,0,2026-07-22 08:00:00
1824,1011,doctor_reply,Doctor replied,Your doctor has replied to your message.,1,2026-07-12 05:00:00
1825,2299,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,1,2026-07-13 06:00:00
1826,2268,system,System notification,There has been an update to your account or app settings.,0,2026-07-13 14:00:00
1827,2232,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-28 18:00:00
1828,2036,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-07-13 00:00:00
1829,2049,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-08-05 05:00:00
1830,2117,doctor_reply,Doctor replied,Your doctor has replied to your message.,0,2026-08-15 23:00:00
1831,2382,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,0,2026-08-18 21:00:00
1832,2155,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-10 20:00:00
1833,2306,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-12 07:00:00
1834,2294,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-05 16:00:00
1835,2012,payment_received,Payment received,We have received your payment. Thank you.,1,2026-07-24 10:00:00
1836,2317,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-16 03:00:00
1837,2054,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-07-21 13:00:00
1838,2279,new_message,New message received,You have a new message in your consultation chat.,1,2026-08-07 00:00:00
1839,2334,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,1,2026-07-22 03:00:00
1840,2164,appointment_cancelled,Appointment cancelled,Your appointment has been cancelled. Please reschedule if needed.,1,2026-08-17 12:00:00
1841,2236,appointment_reminder,Upcoming appointment reminder,Your appointment is scheduled soon. Please don't forget to attend.,0,2026-08-09 03:00:00
1842,2338,appointment_confirmed,Appointment confirmed,Your appointment has been confirmed by the clinic.,0,2026-08-15 19:00:00
1843,2043,new_message,New message received,You have a new message in your consultation chat.,0,2026-08-01 08:00:00
1844,2015,review_request,Share your feedback,Please leave a review about your recent consultation.,1,2026-08-17 12:00:00
